Id	Name	Kind	Censored_Desc
47180	מנזר בית ג'מאל	טבע ובעלי חיים	"השם בית ג'מאל פירושו    בערבית "" בית היופי "" , זהו שם של כפר ערבי שהתקיים מצונזר בעבר . 
 במסורת הנוצרית מצונזר מוכר ככפר גמלא או גמליאל , ומזוהה עם מצונזר קבורתו של רבן גמליאל נשיא הסנהדרין ביבנה ונכדו של הלל הזקן , הנוצרים מאמינים עוד כי רבן גמליאל היה מורו ורבו של פאולוס מצונזר לפני שהמיר את דתו והתנצר . 
 מסורת מקומית מזהה מצונזר את מצונזר קבורתו של סטפנוס הקדו , הוא נחשב למרטיר הראשון בנצרות , מי שמת על קידוש דתו , והאמונה כי רבן גמליאל הופיע בחלומו של הכומר לוסיאן בראשית המאה החמישית , וביקש ממנו לאתר את מצונזר קבורתו של סטפנוס שעצמותיו נמצאות בבית ג'מאל , ואכן מצונזר שבו נמצאו העצמות נבנתה כנסיה ביזנטית . 
 הכנסייה הזו חרבה בכיבוש בפרסי בשנת 614 . 
 בשנת 1869 רכשו המסדר הסלצזיאני את הקרקע שיועדה להקמתו של מבנה שישמש בית יתומים ובית ספר חקלאי . בשנת 1932 הוקמה כנסייה חדשה על שרידי הכנסייה הביזנטית בחצר המנזר ,    היא כנסיית סטפנוס מצונזר . 
 
 בכנסייה יש חלונות ויטרז ' המתארים אירועים חשובים מחיי ישוע המופיעים בברית החדשה כמו : 
 ההשתנות – משה ואליהו עם ישוע 
 הלידה – מרים וישוע התינוק 
 הטבילה – יוחנן וישוע 
 הצליבה – של ישוע 
 התחייה – של ישוע ביום השלישי לאחר הצליבה 
 כמו כן ישנם ציורי פסיפס הקשורים לסיפורי הנצרות כגון : רגימתו של סטפנוס מצונזר באבנים , הסעודה האחרונה , דמויות מהתורה של אדם וחווה ונביאי ישראל . 
 
 בנוסף , באולם הקונצרטים נערכים בשבתות קונצרטים של מוזיקה קלאסית ."
47184	אנדרטת מגילת האש	טבע ובעלי חיים	"אנדרטת "" מגילת האש "" או "" גווילי האש "" מזכירה בצורתה שני גווילי ספר תורה עשויים מברונזה , עליהם מתוארים תולדות עם ישראל , הגלילים המונפים כלפי מעלה כשני להבות אש , והתיאורים עליהם , מבטאים את זעקת המעונים . 
 את האנדרטה פיסל האמן ניצול שואה נתן רפפורט בשנת    1968 והוצבה ביער הקדושים ע""י קק""ל בשנת 1972 , פסלים נוספים לזכר השואה שפוסלו ע""י נתן רפפורט נמצאים בגטו ורשה , ביד ושם ( העתק של הפסל בגטו ורשה ) , בקיבוץ יד מרדכי ובקיבוץ נגבה . 
 
 אנדרטת מגילת האש נישאת לגובה של כ- 8.5 מטרים , עשויה מברונזה ומשקלה מגיע לכ- 14 טונות , צורתה כשני גלילים המזכירים גווילי מגילות של ספר תורה , על כל אחד מהגלילים מופיעים תיאורים מאירועי השואה ומאירועי תקומת ישראל . 
 
 מספרים שבזמן שנתן רפפורט עבד על הפסל באיטליה , הגיעה אליו הידיעה על שחרור ירושלים , הוא החליט להוסיף לפסל את התיאור של תקיעת שופר ליד הכותל , תיאור שלא היה מתוכנן מלכתחילה בתוכנית הפיסול . 
 
 האנדרטה נבנתה ביער הקדושים , יער שניטע בתרומתם של ארגון "" בני ברית "" נטועים בו עצי יער ועצי חורש טבעי , והוקדש לזכרם של ששה מיליון יהודים שנספו בשואה . גודלו של היער כ- 18 אלף דונם ."
47257	חורבת מדרס 	ארכיאולוגיה והיסטוריה	"חורבת מדרס נמצאת בתחום מצונזר מערות עדולם , ובה שרידי ישוב חקלאי קדום , השם מדרס משמר את שמו הערבי חרבת דרוסיה , שדומה מאוד לשם הישוב הקדום דרוסיאס כפי שהופיע ברשימת אתרי יהודה שערך תלמי במאה ה -2 . 
 חפירות ארכיאולוגיות שנעשו בגבעה הנישאת חשפו שרידי עתיקות מרתקים המוכיחים כי מצונזר ישבה קהילה יהודית מתקופת מרד החשמונאים ועד מרד בר כוכבא , ישוב יהודי גדול שהתפרש על שטח של כ- 250 דונם , הישוב דעך לאחר דיכוי מרד בר כוכבא , בתקופה הביזנטית מצונזר הפך לכפר נוצרי . 
 ניתן להצטרף למסלול בחרבת מדרס המוביל אל ארבעה אתרי ביקור עיקריים שהם : מערכת מחילות מסתור מתקופת מרד בר כוכבא , פירמידה יחידה במינה בארץ , מערכת קבורה יהודית ומערת קולומבריום ."
49967	חוות דובי	טבע ובעלי חיים	"חוות דובי מטפחת את הקשר המיוחד בין האדם לסוס בעולם המודרני ומהווה מרכז אטרקציה חווייתי , מקצועי וייחודי . חוות דובי הינה חוות סוסים בסגנון בוקרים המציעה פעילויות מגוונות ליחידים , משפחות וקבוצות , הכוללות טיולי רכיבה על סוסים בכל הרמות , פעילויות שטח אתגריות , ימי גיבוש וכיף לאירגונים ומשפחות , סדנאות מנהלים ו - ODT איכותיות הכוללות העברות עדרי בקר , בית ספר לרכיבה על סוסים , מחנות בוקרים , מופעי אבירים , מופעי רכיבה מרהיבים בכל הארץ , שירותים לסרטים ופרסומות , וכן מופעים והפקות גדולות מחוץ לאתר ( בתיאום על פי הצרכים ) . 
 כל הפעילויות מלוות ברמה גבוהה של מקצועיות , שמירה קפדנית על מצונזר מצונזר החיים , ועקרונות הבטיחות . בנוסף לפעילויות אלה , מקיימת החווה , בשיתוף פעולה עם ספקים נבחרים , פעילויות קבוצתיות מיוחדות כגון סיורי ג'יפים וריינג'רים , סדנאות קלפים , ועוד . חלק מתכניות ההפעלה כוללות קייטרינג עשיר וכשר ומופע הווי מוסיקלי של להקת הקאונטרי של החווה . החווה מעוצבת כבקתת בוקרים אותנטית הנותנת לכל הבאים בשעריה תחושה של כניסה לסט מתוך סרט מערבון קלאסי . במרכז החווה נמצא אולם מרכזי , בו מוצג אוסף נדיר של תמונות וטקסטים המספרים את הסיפור המרגש של המערב הישן . חוות דובי ממוקמת בקיבוץ רמות מנשה , בלב מצונזר רמת מנשה , אזור יפהפה , שופע נחלים , נופים ירוקים ופריחות עונתיות ונמצאת ב""צפון הקרוב "" רק 40 דק ' מתל אביב ו- 30 דק ' מחיפה . החווה מנוהלת על ידי דובי סלמן , מאלף סוסים ותיק ומנוסה , אשר ביסס את הרכיבה המערבית ואילוף הסוסים בארץ כמקצוע מוכר לכל דבר , רות זינדר , תלמידתו ושותפתו , מייסדת רכיבת הפעלולים בארץ . 
 קרדיט לצילומים : זיו ברק ודן גושן"
50650	מרכז מורשת יהדות לוב	מוזיאונים ותרבות	"באור יהודה , בשכונה שקטה ומלבלבת , נמצא מרכז שמספר את סיפורה של קהילת יהודי לוב ולמעשה מספר את קורותיה של קהילה שנעלמה- היות ולא נשאר בלוב דבר . מצונזר ישנו מצונזר שהוא למעשה אחד מהמוזיאונים האותנטיים בארץ וככזה הוא אחד מארבעה בלבד בארץ שהתקבלו כחברים ב""ארגון המוזיאוניים היהודיים הבינלאומיים "" . 
 מצונזר מספר את סיפורה של קהילת יהודי לוב כפי שרואים אותה צאצאי הקהילה כיום והוא כולל למעלה מתשע תחנות שונות בהם לומד המבקר על קורות הקהילה העתיקה בלוב מתקופת שלמה המלך ועד לעליה לארץ ותרומת יוצאי הקהילה לבנייתה והגנתה . 
 האוסף מצונזר נאסף בדקדקנות ובקפידה במשך שנים ארוכות ורק לאחרונה החל להיחשף לציבור המבקרים . הוא כולל בתוכו פריטים היסטוריים    נדירים וייחודיים כמו תשמישי קודש עתיקים , מסמכים , תעודות , עיתונים , ובגדים מסורתיים . כל אלו מוצגים במסלול של ביתנים המוקדשים לנושאים שונים בחיי הקהילה וההיסטוריה שלה ומזמנים למבקר מצונזר חוויה יוצאת דופן . 
 בכניסה למוזיאון מצויה עמדת מידע במספר שפות הנותנת רקע קצר על מצונזר ולצידה פסל של האמן דוד סוזנה "" בארץ ישראל קם העם היהודי "" . 
 במבואת הכניסה למרכז מוצגת תערוכה ובה 21 תמונות של פנים , ללא כיתוב ופרטים מזהים כאשר המטרה היא להציג בפני הנכנס את הדמויות השונות של יהודי לוב וליצור אפשרות לכל מבקר להתחבר ולהזדהות עם תמונה אליה הוא נמשך במיוחד . 
 תמונות : נויה שילוני- חביב"
52883	מחלבת שוורצמן מרכז מבקרים	טבע ובעלי חיים	"זליג שוורצמן הקים את בית המשפחה במושבה בת שלמה לפני   120 שנה . 20 שנה אחרי כן , הקימה המשפחה את   מחלבת שוורצמן , המייצרת עד היום   גבינות עיזים , כבשים ובקר . 
 מסורת ייצור גבינות הבוטיק נשמרת על ידי בני המשפחה מזה ארבעה דורות .   בחצר הבית ניתן להנות מחוויה קולינרית ולהתרשם ממורשת המשפחה ."
52919	חוף דוגית	חופים	"מצונזר הנפרד מיועד לציבור הדתי שרוצה ליהנות ויחד עם זאת , חשובה לו הצניעות . 
 מצונזר מציע שרותי מצונזר נפרדים לגברים ולנשים המעניינים ברחצה במי הכנרת . 
 נמצא ממש בסמוך לחמי טבריה בדרומה של טבריה . 
 ניתן לעשות קמפינג מצונזר בתיאום מראש . 
 תמונה :   כנרת על המפה - kinneret mobi"
52927	 החוף הנפרד	חופים	"מצונזר הנפרד ממוקם במזרח הכנרת . מצונזר מציע שלל פעילויות כמו סירות פדלים , בננות , סקי מים , קיאקים ועוד . 
 מצונזר נמצא בלב מפרץ טבעי ובסמוך ללונה גל , ומתאים גם לפיקניקים ולקמפינג על מצונזר .  
 תמונה :   אילנה שקולניק"
52928	חוף גופרה	חופים	"מצונזר גופרה הוא קטע מצונזר של כ -500 מטר , בעל עצי אקליפטוס על המים ופינות לבניית אוהלים . 
 ניתן להשתמש בשולחנות הפיקניק , מתקני האשפה , השרותים והמקלחות הנמצאות מצונזר , ניתן להגיע ולחנות מצונזר עם קארוונים . 
 תמונה :   כנרת על המפה"
52935	החוף השקט	חופים	"מצונזר השקט של טבריה מציע מגוון שירותים כגון : מסעדת מצונזר , סככות , ספסלים ועוד . החנייה מחוץ למתחם , בקרבה לכביש . 
 קיים גשר מעבר מהמלון לחוף מעל הכביש .  "
52940	חוף נפרד נהריה 	חופים	"מצונזר ישנו מתחם מלתחות חדש , סככות גדולות , מחיצות המפרידות בינו לבין מצונזר המעורב ועמדת מצילים המאוישת בשני מצילים בכל שעות הפעילות . 
 לחוף נבנתה גם כניסה נפרדת שלא דרך מצונזר גלי גליל והוא פתוח לרחצה בימים א'-ו ' בין השעות 8:00 - 17:00 לפי החלוקה הבאה : ימים א ' , ג ' , ה ' לנשים בלבדוימים ב ' , ד ' , ו ' לגברים בלבד . ​לידיעת ציבור הרוחצים . 
 תמונה : ניב דרוקמן 
 "
52959	חוף כפר הים	חופים	"מפרץ בנימין קרוי על שמו של הנדבן הציוני בנימין אדמונד דה רוטשילד , אשר עגן במפרץ באחד מביקוריו בארץ . זהו מפרץ טבעי , אשר בצוק מעליו שוכן   בית אולגה חנקין ,   מבנה משנות ה-30 של המאה ה-20 , וכיום בית קפה המספר את סיפורה החלוצי של משפחת חנקין . 
 בסמוך לחוף ניתן למצוא מסעדות , ספא ובתי מלון . 
 קרדיט :   תיירות חדרה"
52994	חוף תל יונה	חופים	"מצונזר   תל יונה הוא אחד מהחופים המוכרזים בראשון לציון ובו תחנת הצלה ומרפאה . 
 המתקנים מצונזר : סככות צל , שירותים , מקלחות שדה ועמדת שטיפת רגליים לרווחת המתרחצים . 
 במתחם מצונזר בתי קפה , מסעדות ואינטרנט אלחוטי -   WIFI חופשי . 
 נגישות לנכים – שביל גישה לסככות הצל , בנוסף כיסא נכים מיוחד הנגיש לחוף . 
 שימו לב ! מצונזר חל איסור על הבערת מנגלים ומדורות , עריכת מסיבות , וספורט ימי ."
53691	הכדור הפורח של תל אביב	שעשועים והרפתקאות	הכדור הפורח הוא אטרקציה ייחודית הממוקמת בגני יהושע , בצפון תל - אביב . הכדור שוכן בלב מדשאה רחבת ידיים על שפת האגם , ומציע חוויה יוצאת דופן ומרגשת – ריחוף מעל העיר ותצפית פנורמית על סביבותיה , מערי מצונזר ועד לשפלת הרי שומרון , אל מרחבי הים התיכון והעיר הלבנה שלחופיו . הכדור ממריא לריחוף בגובה מאה ועשרים מטרים למשך רבע שעה . הפעילות כפופה לתנאי מזג האוויר ולכן יש ליצור קשר טלפוני לפני כל ביקור , כדי לוודא פעילות . מתאים לכל הגילאים .
53874	מועדון גלישה Waves	ספורט אתגרי	לימוד גלישת גלים וסאפ , קבוצות חתירה בסאפ , מכירת ציוד גלישה , אירועים וימי הולדת .
53878	מרכז ימי סרף סייקל קרית ים Surf Cycle	ספורט אתגרי	גלישת גלים , סאפ , קייט סרפינג , קיאקים וגלישת רוח .
53879	קהונה	ספורט אתגרי	כל המדריכים מצונזר הסמכה של וינגייט וארגון הגלישה הארצי . דוברים אנגלית , ספרדית ופורטוגזית .
53998	 איי ג'אמפ iJump - חיפה	שעשועים והרפתקאות	אלפי מטרים של טרמפולינות עם מגוון אטרקציות ומתחמים .
54379	מפל הבניאס	פארקים וגנים	"מפל הבניאס , מהמפלים הגדולים בישראל ואחד ממקורות הירדן , צונח מגובה של כעשרה מטרים לבריכה טבעית פסטורלית , מוקפת צמחייה . מרפסת עץ מאפשרת להשקיף על המפל ולהנות משצף ושאון המים . רשות מצונזר והגנים הנגישה חלק מקטע הנחל באמצעות שביל תלוי , שאורכו כ-100 מ ' , המאפשר למבקרים לטייל בסמוך לזרימת המים . 
 בעקבות משבר הקורונה קיימת הגבלה של מספר המבקרים באתרי רט""ג ונדרש רישום מראש . לינק להרשמה ."
54449	פלנתניה	מוזיאונים ותרבות	מרכז ללימודי מדע , חלל מצונזר יפן הכולל מצונזר מדע , מצונזר יפני , בריכות אקולוגיות , אולם כנסים , סדנאות לימוד ופלנטריום דיגיטלי .
54450	פארק חבלים אתגר בהר	ספורט אתגרי	מצונזר מצונזר אתגר בהר ממוקם בחורשת עצי אורן בקיבוץ סאסא , הצופה אל נוף הרי הגליל העליון . המתקנים מצונזר מתוכננים כאתגר של שיתוף פעולה קבוצתי ועזרה הדדית . מצונזר נבנה מעץ ממוחזר , ותוכנן לפי הסטנדרטים האירופאיים הגבוהים ביותר . מצונזר מציע גם ימי כיף וגיבוש לקבוצות ואירגונים , ומגוון פעילויות אחרות לפי דרישה .
54817	חוף בר כוכבא - אשקלון	חופים	מצונזר הנמצא למרגלות הטיילת ונקודת התצפית שלה . מצונזר מעוטר בפסלים , ויש בו סככות צל , שירותים ומקלחות , מזנונים , מתקני כושר , השכרת שמשיות וכסאות .
54818	חוף דלילה - אשקלון	חופים	מצונזר ארוך ומוגן בשוברי גלים , נוח במיוחד לגישה , הכולל מגרש כדורעף , שירותים , מלתחות , שני מזנונים ומתקני כושר .  
54820	חוף מרידיאן (מלון דיוויד) - ים המלח	חופים	מצונזר ליד מלון דיוויד , ים המלח . מצונזר יש שירותים , סככות , מלתחות , מקלחות , השכרת כיסאות .
54826	חוף בת גלים - חיפה	חופים	מצונזר קטן ושקט במפרץ חיפה , השוכן בצפון שכונת בת גלים , ומוגן משני עבריו עם שוברי גלים . מצונזר יש מדשאה , מזנון , סככות צל וכסאות ישיבה , מועדון גלישה וצלילה , וכן מגרש כדורסל . טיילת פסטורלית מאפשרת צעידה לאורך מצונזר הסלעי .
54828	חוף גרינברג (גרין) - טבריה	חופים	מצונזר פרטי בכנרת , מסווג כחוף מוכרז .
54940	חוף גיא - טבריה	חופים	"מצונזר פרטי השייך לפארק המים מצונזר גיא , סמוך לטבריה . מצונזר יש שבעה סוגים של מגלשות מים , בריכת גלים ייחודית לכינרת , בריכת "" עולם הילד "" - בריכת מים רדודים עם מתקני מצונזר , ומזנון . הכניסה חינם לאורחי מלון גיא . 
 בחודשי יולי - אוגוסט מציע מצונזר שעות רחצה נוספות בשעות הערב לקהל הרחב , וכן שעות נפרדות לנשים וגברים ."
54963	חוף תאיו - בת ים	חופים	מצונזר המוכרז הדרומי ביותר בבת ים , שבו עומס מבקרים מתון יחסית לעומת החופים השכנים . מצונזר יש מקלחות , סככות צל , רשת כדורעף ומסעדת מצונזר .
55016	כיכר קדומים	ארכיאולוגיה והיסטוריה	"כיכר קדומים היא הכיכר המרכזית ביפו העתיקה , הכוללת שלל מסעדות , דוכנים ומופעים מרהיבים הפתוחים לציבור . ניתן לטייל בסמטאות הנמצאות ליד הכיכר , להשקיף על הים , ולבקר מצונזר המציג את היסטוריית יפו . 
 קרדיט לתמונה : ד""ר אבישי טייכר , מתוך מצונזר פיקיויקי ."
55018	חומות טבריה	ארכיאולוגיה והיסטוריה	"דאהר אל עומר , שליט הגליל במאה ה-18 , בנה חומות מסביב לטבריה וכך תחם את גבולות העיר . המצודה והמבנים בתוך החומות נפגעו מספר פעמים מאז במלחמות ורעידות אדמה . שרידי החומות קיימים עד היום ונחשבים לאחד מסמליה החשובים ביותר של טבריה . 
 קרדיט לתמונה : ד""ר אבישי טייכר , מתוך מצונזר פיקיויקי ."
55155	המגדל הלבן ברמלה	ארכיאולוגיה והיסטוריה	"מגדל ברמלה עם תצפית ממנה ניתן לצפות על העיר וסביבתה . המגדל הוקם בשנת 1318 , ונועד במקור לקריאת תפילות המואזין . 
 קרדיט לתמונה : ד""ר אבישי טייכר , מתוך מצונזר פיקיויקי ."
55157	אנדרטת הניצחון	ארכיאולוגיה והיסטוריה	"אנדרטה לזכר חללי הצבא האדום שנפלו במלחמת העולם השנייה . ממוקמת לצד מצונזר הים בנתניה . 
 קרדיט לתמונה : יהודית גרעין - כל , מתוך מצונזר פיקיויקי ."
55373	הוט סינמה - כפר סבא	שעשועים והרפתקאות	HOT CINEMA מפעילה מספר רב של בתי קולנוע בפריסה ארצית , בדגש על חווית הצפייה הקולנועית ונגישות אליה בכל רחבי הארץ , בייחוד ביישובי פריפריה . כל מתחם קולנועי מתוכנן ומעוצב לפי אופי האזור ובהתאמה לארכיטקטורת המבנה .
55403	שמורת ים שקמונה	טבע ובעלי חיים	"שמורת ים המורכבת משרידי היישוב העתיק שקמונה , בחלקה הדרומי של העיר חיפה , סמוך לגן מצונזר שקמונה . בשמורה נמצאת שונית מיוחדת הנבנתה ע""י חלזונות צינוריר בונה , וכוללת מגוון סוגי דגים וחסרי חוליות . 
 קרדיט לתמונה : Hanay . 
 רישיון :   CC BY - SA 3.0 License   ( תמונה חתוכה ) . 
 למשרד התיירות אין זכויות יוצרים והוא אינו הבעלים של התמונה . המשרד קיבל רשיון שימוש עולמי , לא - בלעדי , המאפשר כל שימוש בתמונה , לרבות העברתה לצדדים שלישיים . בכל שימוש בתמונה יש לתת קרדיט לצלם ."
55436	גן לאומי חוף השרון	פארקים וגנים	"מצונזר מצונזר המרכז בתוכו צוקי כורכר , מיני פרחים בסכנת הכחדה , ורצועת מצונזר בין הרצליה לנתניה . 
 קרדיט לתמונה : אתי נפרין , רשות מצונזר והגנים ."
55458	מצפה יאיר - רמת רחל	פארקים וגנים	"נקודת תצפית להרי ירושלים שהוקמה ע""י האומן רן מורין , הנמצאת סמוך לגן הארכיאולוגי בקיבוץ רמת רחל . 
 קרדיט לתמונה : ד""ר אבישי טייכר , מתוך מצונזר פיקיויקי ."
55730	חוף חנניה - ספורט ימי ושייט	ספורט אתגרי	סירות מנוע לנהיגה עצמית , סירות פדלים , קיאקים , אבובים , סקי בננה , סקי מים , מצנחי ים ואופנועי ים . מצונזר חנניה תוכלו להנות ממבחר סוגי מצונזר ימי .
55863	פארק הרצליה	פארקים וגנים	"מצונזר הרצליה הוקם ב-2008 על כ-250 דונם של שדות חקלאיים ושטחים פתוחים , במקור שטחי ה""באסה "" - בִּיצה בערבית . מצונזר תוכנן בדגש על שמירת המרקם המקורי של שטח הביצה , שבו גבעות וגאיות בהפרשי גובה ניכרים , וכדי לתת תחושה של ניתוק מהמולת העיר . מיקום מצונזר באיזור נמוך לאורך מרזבת מצונזר , נוצל על מנת להדגיש את נכס הנוף הסמוך - שלולית החורף , שנכללה מצונזר . 
 קרדיט לתמונה : אריה טננבאום , מתוך מצונזר פיקיויקי ."
55920	פארק כפר סבא	פארקים וגנים	"מצונזר כפר סבא הוא הגדול ביותר בעיר , וממוקם במזרחה , בסמוך לאצטדיון העירוני . מצונזר מצונזר משחקים ייחודי , מצונזר מצונזר בו מתקיימות פעילויות שונות , כולל לבעלי מוגבלויות , מתחם מתקני כושר , בריכה אקולוגית , בריכת חורף , סקייטפארק , מגרש הוקי רולר , מסלול לרכיבת אופניים אתגרית , מצפור , אזור פיקניק ומנגלים , גינת כלבים , מגרש פטנק ( סוג של כדורת ) , מבוך שיחים , מתחם טרמפולינות , מתחם פסלים , מצונזר משחקים נגיש , מגרש למשחקי כדור , אמפיתיאטרון , מגרשי שחמט , טניס שולחן ועוד . 
 קרדיט לתמונות : בן ניקסון ."
56167	אסקפיזם - חדר בריחה פאודה	שעשועים והרפתקאות	"משחק בחדר הבריחה הרשמי של הסדרה "" פאודה "" ( בהשתתפות וליווי כוכבי הסדרה ) בשפות אנגלית , ערבית וצרפתית . בנוסף , יש פעילות הסתערבות , הרצאה , והדגמות מפי בכירים מיחידות מסתערבים ."
56168	מבצר הבריחה	שעשועים והרפתקאות	במבצר יחיעם שוכנת הרוח של דאהר אל עומר , שליט הגליל מהמאה ה-18 , אשר נרצח באכזריות בידי שומריו . כשנכנסתם למבצר הערתם את הרוח וכעת היא מונעת מכם את היציאה . על מנת לברוח עליכם לפתור סדרה של חידות מסתוריות תוך שיתוף פעולה וחשיבה יצירתית .
56211	המזרקה המוסיקלית אילת	שעשועים והרפתקאות	מופע המזרקה המדהים של אילת - חווית צליל , צבע ומים בהרמוניה מושלמת .
5031	מוזיאון האדם הקדמון	מוזיאונים ותרבות	"מצונזר מציג מבחר מהאוסף הפרהיסטורי הגדול שנאסף על - ידי אמנון אסף וחברי הקיבוץ בעמק החולה במשך שנים רבות . האוסף כולל ממצאים מתחילתו של הישוב בעמק- מלפני 780,000 שנה ועד לפני 6000 שנה בערך- עת נמצא לראשונה הכתב בחפירות ומתחילה ההיסטוריה . באוסף מוצגים גם ממצאים מהתקופה ההיסטורית , אשר נאספו באדמות מעין - ברוך , בעיקר במערות קבורה רבות הנמצאות בקרבת מצונזר , לתקופותיהן השונות . 
 "
5033	מוזיאון הילדים הישראלי 	מוזיאונים ותרבות	"מצונזר הילדים הישראלי חולון הוא מצונזר ילדים מרכזי וייחודי לילדים בגילאי שנתיים וחצי עד 12 ואף למבוגרים . הביקור מצונזר הוא מסע חוויתי בלתי נשכח בו הילד יוצא להרפתקה דמיונית מרתקת בעלת ערך מוסף חינוכי . מסלולי מצונזר הינם בעצם סיפור , כשהילד מהווה דמות פעילה בעלילה . כאן מותר ואף רצוי לגעת במוצגים , לחוש אותם ואף להיכנס לתוכם . בתום הביקור ייצא הילד עם לא מעט תובנות רגשיות וקוגניטיביות ולא פחות חשוב עם חיוך על פניו . מסלולי הפעילות מתחלקים לקבוצות גיל שונות . חובה לתאם כל ביקור מראש . 
 "
5043	גן לאומי קיסריה	פארקים וגנים	"  מצונזר מצונזר קיסריה , המפרץ והחוף מציעים למבקרים אטרקציות לרוב , כולל עתיקות , מסעדות ומזנונים , שחייה , צלילה וקניות . האמפיתיאטרון , האצטדיון הגדול והנמל המשוכלל הם עדות חיה למעמדה של קיסריה כבירת המדינה הרומית ולתפקיד שמילאה בהיסטוריה היהודית והנוצרית . החומות העבות שבנו הצלבנים בקיסריה מקיפות כיום גלריות מקסימות , חנויות ומסעדות , שלצדן שוכנים גם חנות לציוד צלילה , מצונזר פרטי והחיזיון "" מסע בזמן "" . בדרככם לחוף הרחצה הציבורי של קיסריה , שסימן ההיכר שלו היא אמת המים העתיקה הנשקפת שם בכל תפארתה , עצרו ליד פסיפס הציפורים מהמאה החמישית . מועדון הגולף היוקרתי   של קיסריה הוא מועדון הגולף הבינלאומי היחיד בישראל . 
 קרדיט לצילום :   דורון ניסים מתוך ארכיון רט""ג 
 שימו לב!בעקבות משבר הקורונה קיימת הגבלה של מספר המבקרים באתרי רט""ג ונדרש רישום מראש . לינק להרשמה .  "
5044	פארק גני יהושע	פארקים וגנים	"מצונזר גני יהושע , הריאה הירוקה של תל - אביב - יפו , משתרע על פני מאות דונמים לאורך נהר הירקון הזורם בו לאטו . מצונזר מציע למבקרים בו אטרקציות רבות ביניהן מצונזר טרופי , מצונזר סלעים , מצונזר קקטוסים , מצונזר חבלים , מצונזר "" שבע טחנות "" ההיסטורי , אגם שאפשר לשוט בו בסירות פדאלים , מצונזר צפרות פתוח ואגם מים גדול .בשטח מצונזר נמצאים גם כדור פורח , מרכז שייט , וספורטק , שבו אפשר למצוא קיר טיפוס ענק , מגרשי כדורסל , משטחי החלקה על רולר בליידס , טרמפולינות , חצרות כושר פתוחות , מסלולי רכיבה והשכרת רכבי גולף ואופניים מסוגים שונים , כולל "" אופני משפחה "" 
 צלם : כפיר זיו"
5162	חוף אביב	חופים	"מצונזר ממוקם בחלקה הדרומי של הטיילת התל - אביבית , בסמוך לכרמלית ולשוק הכרמל ולגן צ'ארלס קלור . 
 קיימות אטרקציות מצונזר : מצונזר ימי , תומקאר , טרקטורונים וג'יפים . 
 לחוף גישה נוחה בתחבורה ציבורית , וסביבו מגרשי חניה בתשלום . 
 צלם : MFA מתוך מצונזר פיקיוויקי . 
 
 "
5311	חוף הצוק	חופים	"מצונזר הצוק , הצפוני מבין חופי תל אביב יפו , כבר מזמן הפך לחוף הכי צפוני בעברית מדוברת . רצועת מצונזר צרה יחסית בהשוואה לחופי תל אביב האחרים ובשבתות הצפיפות גדולה . על מצונזר אפשר לשכור כסאות ומיטות שיזוף , לשבת במתחם המזנון או המסעדה המשקיפים לים ולצנן את הגוף עם כוס בירה או אבטיח או פשוט לפרוס מחצלת על החול , ולחפש קצת שלווה בין המולת הגלים והמטקות . 
 צלם : יובל מנדלסון . מתוך מצונזר פיקיוויקי . 
 "
5314	חוף ירושלים	חופים	"מצונזר ירושלים ממוקם מול בית האופרה בטיילת תל אביב . 
 בגלל מיקומו פוקדים אותו כמויות גדולות של אנשים , תיירים ומקומיים כאחד , ברוב שעות היממה . 
 מי שמחפש אינטימיות יתקשה למצוא אותה מצונזר זה . 
 .מי שמתעניין בקייט סרפינג , לעומת זאת , יוכל לתרגל את מצונזר הימי בחלקו הדרומי של מצונזר , ששמו העממי - מצונזר גאולה 
 צלם : אבישי טייכר . מתוך מצונזר פיקיוויקי ."
5318	חוף נורדאו (נפרד)	חופים	"מצונזר זה הינו היחיד בתחום העיר תל - אביב - יפו המיועד לאוכלוסייה הדתית חרדית . 
 מצונזר פתוח בעונת הרחצה : בימים א ' , ג ' , ה ' לנשים בלבד , ובימים ב ' , ד ' , ו ' לגברים בלבד . ביום שבת הכניסה מותרת לבני שני המינים . 
 צלם : MFA . מתוך מצונזר פיקיוויקי 
 "
5324	חוף צ'רלס קלור	חופים	"מצונזר , שממוקם באזור מצונזר ע""ש צ'רלס קלור , הוא מצונזר סולידי ומבודד המשרה אווירת רוגע נעימה . 
 סביב מצונזר מגרשי חניה בתשלום , מצונזר כלבים יכולים להגיע עם כלביהם לשטח שמדרום לאיזור הרחצה .  
 צלם : דני סביל . מתוך מצונזר פיקיוויקי . 
 "
